state,state_name,county,mentally_unhealthy_days,physically_unhealthy_days,pct_frequent_mental_distress,pct_excessive_drinking,injury_death_rate,age_adjusted_mortality,pct_frequent_physical_distress,pct_smokers,pct_insufficient_sleep,preventable_hospitalization_rate,pct_some_college,pct_fair_or_poor_health,pct_unemployed,length_of_life_pctile_within_state,median_household_income,pct_physically_inactive,length_of_life_quartile_within_state,pct_children_in_poverty,income_20th_percentile,pct_children_eligible_free_lunch,pct_diabetic,drug_overdose_mortality_rate
VT,Vermont,Rutland,3.4,3.4,10.4,18.9,79.64278254,348.6,10.1,17.2,31.0,50.87,61.68719788,11.4,4.854732896,93.0,44888.0,21.3,4.0,19.1,20571.0,39.16686908,8.6,14.86972469
VT,Vermont,Washington,3.1,3.0,9.5,20.1,69.96370633,284.2,8.6,14.4,28.0,44.47,68.06902453,9.6,4.03270389,58.0,58673.0,17.9,3.0,13.8,24893.0,28.92688679,7.5,10.68724618
VT,Vermont,Windham,3.5,3.4,10.2,19.6,83.23456768,331.0,9.6,15.6,30.1,38.54,59.39779121,10.6,4.243109659,86.0,49616.0,19.3,4.0,17.6,22212.0,38.0587484,8.3,18.24318161
VT,Vermont,Windsor,3.3,3.1,9.9,17.7,78.27941145,271.5,9.1,14.2,28.0,51.05,64.94715255,10.0,3.744186047,43.0,51513.0,18.5,2.0,16.4,22594.0,31.73965448,8.2,11.8841062
VA,Virginia,Accomack,3.8,4.1,11.8,13.6,78.72406913,481.5,12.8,20.2,33.9,46.07,43.45122962,20.4,6.490264603,91.0,38390.0,29.8,4.0,30.9,15987.0,63.59384136,14.3,16.07878605
VA,Virginia,Albemarle,3.0,3.0,9.1,17.5,45.93860931,207.6,8.8,14.7,33.3,36.58,76.29800429,11.9,4.397659518999999,4.0,67083.0,20.4,1.0,10.3,28813.0,22.06830666,8.3,5.811325628
VA,Virginia,Alleghany,3.4,3.6,10.3,14.7,89.98791943,441.8,10.5,17.4,33.8,84.05,53.28771199,14.7,6.028563581,89.0,45454.0,26.5,4.0,21.9,18344.0,36.41552511,11.1,15.446904274628674
VA,Virginia,Amelia,3.3,3.5,10.2,15.0,88.06000661,437.2,10.3,18.7,33.3,50.35,58.61474845,15.2,5.254726048999999,65.0,51738.0,27.4,3.0,18.9,26802.0,41.60134379,11.7,15.446904274628674
VA,Virginia,Amherst,3.3,3.4,10.1,15.3,63.76563961,415.4,10.3,17.5,35.9,45.33,53.18001136,15.2,5.41918429,60.0,43998.0,30.1,3.0,20.5,20238.0,40.38721297,10.8,15.446904274628674
VA,Virginia,Appomattox,3.5,3.6,10.6,15.1,85.09619859,370.8,10.8,19.5,34.4,56.61,56.44895719,16.3,5.662214802,45.0,44397.0,26.3,2.0,21.9,18340.0,39.27637315,11.6,15.446904274628674
VA,Virginia,Arlington,2.8,2.8,8.4,21.4,25.46121641,196.6,8.3,13.4,32.6,28.47,88.3019179,11.3,3.206313972,2.0,73077.0,13.6,1.0,11.0,33406.75,28.39589783,6.2,5.647542799
VA,Virginia,Augusta,3.3,3.1,9.4,17.5,69.97312273,330.5,9.2,17.1,33.9,48.38,49.34670487,13.0,4.683663834,40.0,57808.0,24.0,2.0,13.8,25451.0,30.88009224,9.8,14.90299505
VA,Virginia,Bath,3.4,3.6,10.5,15.1,94.02111201,483.4,10.7,18.3,35.2,116.2825,40.65469905,15.5,4.44191344,83.0,43852.0,29.4,4.0,15.6,17692.0,29.67542504,11.4,15.446904274628674
VA,Virginia,Bedford,3.0,3.0,9.2,16.6,70.86331768,294.8,8.9,16.4,31.8,41.09,65.17249757,12.3,5.091305816,29.0,55507.0,23.4,2.0,13.6,25001.0,40.92302163420635,10.0,11.11121399
VA,Virginia,Bland,3.1,3.2,9.2,17.2,105.9353206,490.6,9.2,16.9,32.9,77.44,53.10825295,12.9,5.993799517999999,92.0,42624.0,27.6,4.0,17.4,18832.0,31.5375982,9.5,15.446904274628674
VA,Virginia,Botetourt,3.0,3.0,8.8,16.9,64.74097559,302.3,8.6,14.8,29.2,44.24,63.95522388,11.3,4.834819676,32.0,63646.0,23.7,2.0,10.6,30041.0,16.16283757,9.3,12.08994922
VA,Virginia,Brunswick,3.6,4.1,11.7,13.1,58.05313023,419.0,12.7,21.2,42.7,78.24,40.81681395,21.4,8.225905464,69.0,37344.0,29.0,3.0,31.5,14832.0,66.548583,14.7,15.446904274628674
VA,Virginia,Buchanan,3.8,4.2,11.7,14.2,131.52493529999998,547.2,12.6,22.1,37.5,116.2825,44.92146597,19.6,10.36322073,98.0,32083.0,29.6,4.0,31.3,14051.0,54.16031698,11.5,34.66719396625
VA,Virginia,Buckingham,3.6,3.8,10.9,15.1,59.44333069,379.4,11.4,20.6,39.5,62.48,33.75189435,18.8,6.583793739,41.0,38731.0,32.5,2.0,27.1,17905.0,57.94436587,12.6,15.446904274628674
VA,Virginia,Campbell,3.5,3.5,10.4,15.4,65.15155927,330.4,10.4,19.2,34.5,46.29,57.67370442,15.5,5.292859251,35.0,46663.0,29.1,2.0,19.4,19998.0,31.29543559,10.6,9.075343502
VA,Virginia,Caroline,3.3,3.5,10.2,15.5,57.73832712,387.7,10.5,18.8,35.9,45.62,52.49836066,16.0,6.123141674,45.0,56099.0,21.9,2.0,17.3,28028.0,42.32718894,11.1,15.446904274628674
VA,Virginia,Carroll,3.6,3.9,11.6,14.5,88.14161419,396.4,12.0,20.3,34.9,60.12,49.87052551,17.2,6.750831569,53.0,38474.0,25.5,3.0,25.0,16384.0,43.71986223,11.8,17.90610486
VA,Virginia,Charles City,3.5,3.7,10.8,13.1,91.66666667,434.9,11.3,19.2,38.5,50.2,42.33333333,18.3,5.786855198,95.0,49768.0,29.9,4.0,19.1,19813.0,49.609375,15.4,15.446904274628674
VA,Virginia,Charlotte,3.6,3.9,11.3,13.6,84.95223440000001,459.9,12.0,20.4,37.6,57.18,47.38076622,19.2,6.734196211,85.0,36339.0,28.1,4.0,30.4,15142.0,46.48780488,13.4,15.446904274628674
VA,Virginia,Chesterfield,2.9,3.1,8.9,16.1,46.96448311,283.8,8.9,16.7,32.4,41.77,69.21729807,13.1,5.099025535,21.0,72972.0,19.9,1.0,11.2,33406.75,18.32145095,9.2,8.535717915
VA,Virginia,Clarke,3.0,2.9,8.9,17.5,61.99103948,314.6,8.7,15.6,34.1,56.98,71.69939066,11.8,4.318241298,30.0,70281.0,22.7,2.0,10.6,30188.0,16.00387973,9.4,15.446904274628674
VA,Virginia,Craig,3.3,3.3,9.9,16.0,96.7791886,388.1,9.8,17.2,32.1,61.24,57.340241799999994,13.1,6.267691064,75.0,46551.0,24.1,3.0,21.0,19700.0,38.90489914,10.0,15.446904274628674
VA,Virginia,Culpeper,3.1,3.3,9.4,16.9,62.07298432,333.5,9.6,17.5,36.3,48.75,51.31128848,14.4,4.9567404,39.0,62394.0,25.1,2.0,15.3,30797.0,34.63977676,9.4,21.29369501
VA,Virginia,Cumberland,3.7,4.0,11.6,13.6,84.46625372,384.3,12.0,20.0,37.8,47.67,46.98504583,19.6,6.069300375,73.0,41409.0,24.4,3.0,29.3,18051.0,57.92811839,13.8,15.446904274628674
VA,Virginia,Dickenson,3.6,3.9,11.3,15.5,132.0718776,574.5,11.7,20.4,36.5,111.4,49.04761905,17.0,9.906470701,98.0,32103.0,27.8,4.0,27.1,13850.0,44.7786132,10.8,34.66719396625
VA,Virginia,Dinwiddie,3.4,3.5,10.3,15.2,62.27407752,389.8,10.4,19.4,34.4,70.78,46.92671395,15.6,6.362105571,57.0,52288.0,29.2,3.0,17.7,24286.0,40.92302163420635,11.5,15.446904274628674
VA,Virginia,Essex,3.6,3.8,10.9,13.9,87.62204499,447.1,11.4,19.4,36.8,37.67,45.92054678,18.3,6.357179976,71.0,48277.0,29.9,3.0,24.6,18388.0,60.95118899,13.4,15.446904274628674
VA,Virginia,Fairfax,2.5,2.6,7.8,16.6,29.99771152,170.5,7.7,12.3,32.9,32.86,79.92307716,10.3,4.081642408,3.0,73077.0,15.4,1.0,8.7,33406.75,20.79115482,7.8,5.580053994
VA,Virginia,Fauquier,3.0,3.0,8.7,17.4,73.04579759,281.9,8.6,15.5,35.0,62.12,66.66449639,11.7,4.5116330719999995,14.0,73077.0,23.7,1.0,9.4,33406.75,18.72814892,8.9,10.396194
VA,Virginia,Floyd,3.2,3.4,10.0,15.4,86.02150538,325.2,10.0,18.8,33.5,37.81,52.34547461,14.6,4.5891141939999995,39.0,43355.0,23.4,2.0,20.0,21189.0,36.52597403,10.3,15.446904274628674
VA,Virginia,Fluvanna,3.2,3.1,9.2,16.5,48.73445139,284.0,9.0,16.0,33.8,35.49,59.07939818,12.9,4.268019699,23.0,64258.0,23.3,1.0,10.7,31972.0,23.44370861,9.5,15.446904274628674
VA,Virginia,Franklin,3.4,3.5,10.2,15.7,76.49721052,344.3,10.5,17.3,33.0,46.3,57.17789405,15.1,5.297675435,50.0,47419.0,23.3,2.0,23.9,20221.0,38.40425532,10.6,16.55785789
VA,Virginia,Frederick,3.0,3.2,8.9,17.2,56.66307381,307.3,9.1,15.3,33.4,70.52,63.71119134,12.4,4.652151536,21.0,65485.0,23.9,1.0,11.5,31518.0,27.48563095,8.4,15.98275502
VA,Virginia,Giles,3.3,3.3,9.8,15.9,83.0147205,445.3,9.7,17.8,34.9,54.41,52.9964449,13.5,6.0316692860000005,62.0,45979.0,29.9,3.0,18.2,20221.0,35.37581699,9.8,25.65721955
VA,Virginia,Gloucester,3.0,3.0,8.9,17.6,73.80995023,343.3,8.8,16.1,32.3,47.17,61.68104453,12.0,4.8473597360000005,38.0,58900.0,23.7,2.0,15.2,29154.0,27.62784091,9.3,14.43248753
VA,Virginia,Goochland,2.9,2.8,8.6,16.5,52.69142239,263.5,8.3,14.8,31.6,40.09,59.94096563,11.6,4.746985663999999,10.0,73077.0,25.3,1.0,10.4,33406.75,20.8847299,10.2,15.446904274628674
VA,Virginia,Grayson,3.7,4.0,11.9,13.6,85.82463167,411.4,12.4,20.6,32.6,63.89,51.61092360000001,17.8,7.738764045,48.0,31893.0,33.9,2.0,29.0,14584.0,48.94765246,12.4,15.446904274628674
VA,Virginia,Greene,3.2,3.3,9.5,17.5,61.37281292,301.2,9.6,17.2,33.4,37.68,50.70907618,13.3,4.350010046,15.0,61762.0,24.9,1.0,13.8,33096.0,30.66933067,9.2,15.446904274628674
VA,Virginia,Greensville,3.5,4.1,11.5,14.4,76.20436022,425.8,12.9,23.5,42.9,112.77,31.17062397,22.6,6.707174574,61.0,36459.0,29.3,3.0,27.2,16061.0,40.92302163420635,14.3,15.446904274628674
VA,Virginia,Halifax,3.8,4.1,11.9,12.7,75.06672598,430.8,12.6,21.0,37.1,38.03,54.40572413,20.4,7.80861244,63.0,39079.0,29.9,3.0,25.3,15336.0,53.4944824,14.9,15.446904274628674
VA,Virginia,Hanover,2.9,2.7,8.5,17.8,51.2101129,297.6,8.1,14.6,30.9,35.62,73.86963659999999,10.9,4.530341554,18.0,73077.0,21.9,1.0,7.9,33406.75,40.92302163420635,8.6,11.51634004
VA,Virginia,Henrico,3.2,3.2,9.4,16.1,49.68869039,292.5,9.3,15.5,34.0,39.88,72.73904427,13.6,5.067771979,18.0,62446.0,22.3,1.0,17.2,28597.0,32.47192833,9.8,9.105495009
VA,Virginia,Henry,3.8,4.2,11.7,13.2,106.76422279999998,506.7,12.7,20.1,37.3,71.78,53.33739979,20.4,7.7161301579999995,94.0,34842.0,35.7,4.0,31.3,16382.0,57.26724715,13.7,23.46718083
VA,Virginia,Highland,3.4,3.5,10.3,14.0,105.1616861,291.7,10.4,16.9,32.1,53.44,31.46067416,14.3,3.8354253839999997,53.0,38636.0,25.4,3.0,21.8,20480.0,50.24390244,12.4,15.446904274628674
VA,Virginia,Isle of Wight,3.1,3.2,9.3,16.3,52.55692254,358.9,9.4,16.6,34.2,41.16,65.90344106,13.1,5.26900492,36.0,64350.0,25.9,2.0,13.7,26818.0,30.84800575,10.9,15.446904274628674
VA,Virginia,James City,3.0,3.0,8.9,15.8,46.36014202,241.0,8.7,14.7,31.4,38.26,69.96805112,12.1,4.962170469,12.0,73077.0,23.5,1.0,11.5,33406.75,23.47554631,10.2,6.1301670239999995
VA,Virginia,King and Queen,3.4,3.5,10.2,14.8,57.124903599999996,347.1,10.5,18.0,36.0,45.37,43.86984311,15.9,5.776074459,34.0,46331.0,28.3,2.0,22.9,26282.0,50.99118943,12.5,15.446904274628674
VA,Virginia,King George,2.9,2.9,8.6,18.8,65.55690173,309.5,8.4,15.8,34.2,64.26,67.52002513,11.6,5.26099803,24.0,73077.0,24.8,1.0,10.5,33406.75,23.12435766,8.3,14.70647219
VA,Virginia,King William,3.2,3.2,9.6,16.7,62.68649232,361.1,9.5,17.0,34.9,46.89,57.45962883,13.5,5.1767104669999995,44.0,64305.0,28.6,2.0,13.4,32547.0,26.90117253,9.7,15.446904274628674
VA,Virginia,Lancaster,3.4,3.4,10.1,12.1,79.70244421,413.9,10.1,15.2,32.8,23.32,53.65439094,14.9,7.570162482000001,83.0,45827.0,26.3,4.0,26.4,19456.0,61.11111111,14.2,15.446904274628674
VA,Virginia,Lee,3.8,4.2,12.0,14.6,93.72292668,475.2,12.8,23.7,36.7,95.47,50.01493875,19.7,8.189170973,80.0,31429.0,28.6,4.0,31.9,13782.0,53.07197191,11.4,23.80637482
VA,Virginia,Loudoun,2.6,2.6,7.7,18.7,25.92210836,170.6,7.4,13.0,30.9,46.73,82.8913449,10.5,4.201693779,1.0,73077.0,19.5,1.0,4.4,33406.75,12.7131442,7.1,7.14539546
VA,Virginia,Louisa,3.1,3.2,9.7,15.8,62.96360704,341.7,9.6,16.9,33.8,50.22,50.01889883,14.5,5.060761545,36.0,60121.0,27.6,2.0,17.3,26283.0,37.27810651,10.9,15.446904274628674
VA,Virginia,Lunenburg,3.5,3.9,11.1,14.1,81.51747923,397.4,11.9,20.1,37.9,67.34,42.87151962,19.2,5.950167349,66.0,37548.0,28.2,3.0,28.7,16223.0,57.46835443,13.8,15.446904274628674
VA,Virginia,Madison,3.4,3.5,10.5,14.6,75.48878992,320.1,10.5,18.2,33.7,47.3,51.21234387,14.9,4.02243809,31.0,52513.0,25.7,2.0,18.3,22082.0,30.42789224,11.1,15.446904274628674
VA,Virginia,Mathews,3.1,3.1,9.4,15.0,67.08707903,275.1,9.1,15.2,31.2,35.13,57.73630343,12.6,4.644481685,53.0,58268.0,23.4,3.0,18.0,25936.0,32.03719358,11.5,15.446904274628674
VA,Virginia,Mecklenburg,3.6,3.9,11.4,12.4,69.41904933,458.0,12.0,19.2,36.2,60.32,52.44723844,20.0,7.745090307000001,84.0,38500.0,27.2,4.0,30.6,15825.0,51.62462591,14.6,15.446904274628674
VA,Virginia,Middlesex,3.2,3.2,9.6,14.2,79.23054245,369.3,9.6,15.6,33.4,47.04,59.47506562,13.7,5.073035926,55.0,48921.0,22.8,3.0,26.0,23073.0,40.92302163420635,12.5,15.446904274628674
VA,Virginia,Montgomery,3.5,3.8,11.1,19.7,45.15653915,321.9,11.7,20.7,36.0,47.65,78.67594892,16.5,5.046866604,25.0,43484.0,18.7,1.0,16.0,15594.0,31.14423852,6.9,8.314711843
VA,Virginia,Nelson,3.3,3.5,10.2,14.9,88.20817128,373.8,10.3,17.8,31.9,46.53,48.9761665,14.8,4.841069291,74.0,48076.0,20.6,3.0,21.5,17357.0,40.96385542,12.1,15.446904274628674
VA,Virginia,New Kent,2.9,2.9,8.5,17.7,43.62444671,284.7,8.4,15.6,32.7,43.66,63.68788143,11.5,4.5138888889999995,17.0,72406.0,23.4,1.0,9.7,33406.75,16.92769077,9.1,15.446904274628674
VA,Virginia,Northampton,3.7,4.0,11.8,12.7,77.95118307,480.6,12.6,19.7,35.6,43.5,40.59171598,20.2,7.434210526,86.0,36822.0,30.5,4.0,33.4,12207.0,67.40267287,15.3,15.446904274628674
VA,Virginia,Northumberland,3.3,3.5,10.2,12.5,85.87724415,334.7,10.5,15.5,33.4,34.4,52.06331261,15.9,7.05342973,37.0,51422.0,24.5,2.0,30.4,22366.0,46.36795655,14.6,15.446904274628674
VA,Virginia,Nottoway,3.6,4.1,11.7,13.8,77.02992802,496.5,12.8,22.0,38.9,70.35,40.48323471,20.8,5.4225352110000005,88.0,37996.0,30.9,4.0,30.9,16015.0,52.87111867,13.9,15.446904274628674
VA,Virginia,Orange,3.2,3.2,9.6,16.0,73.66677864,331.9,9.6,16.8,34.0,44.97,55.94450102,13.5,5.22360478,46.0,59282.0,28.1,2.0,15.7,27385.0,34.05322021,10.2,26.93317686
VA,Virginia,Page,3.5,3.6,10.8,15.3,77.63456658,419.7,10.9,18.9,34.3,81.68,42.27027027,15.5,8.077503775,67.0,44851.0,24.5,3.0,23.8,18517.0,42.21854305,10.6,22.35760997
VA,Virginia,Patrick,3.6,3.9,11.5,14.1,113.80756770000002,473.8,12.0,19.6,33.7,57.14,50.69028393,17.7,6.504379186,92.0,34885.0,27.4,4.0,31.8,15701.0,45.36862004,12.4,29.04707442
VA,Virginia,Pittsylvania,3.5,3.5,10.5,14.2,83.81777254,406.8,10.6,18.9,36.9,49.49,55.61893896,17.0,6.298901966,56.0,44207.0,29.9,3.0,20.1,18195.0,44.48501772,12.5,12.25908238
VA,Virginia,Powhatan,2.8,2.8,8.3,18.3,56.93099252,287.8,8.0,15.1,32.7,32.85,60.40344195,10.9,4.527287261000001,20.0,73077.0,25.2,1.0,9.1,33406.75,40.92302163420635,8.7,15.446904274628674
VA,Virginia,Prince Edward,3.7,4.1,12.0,16.2,56.02916965,395.6,12.6,20.7,37.7,64.04,54.91689751,20.3,7.842538908,59.0,37543.0,25.1,3.0,30.1,15583.0,61.46551724,10.9,15.446904274628674
VA,Virginia,Prince George,3.1,3.4,9.2,18.3,51.01425108,335.5,9.8,18.5,40.7,65.53,52.53531329,15.2,6.211055276000001,33.0,61792.0,25.8,2.0,13.0,32732.0,26.007782100000004,9.4,15.446904274628674
VA,Virginia,Prince William,2.7,2.8,8.5,17.5,32.99856942,230.1,8.6,15.3,36.4,43.07,69.44797781,13.5,4.803359897,8.0,73077.0,18.1,1.0,10.4,33406.75,33.34216032,8.2,7.908967781
VA,Virginia,Pulaski,3.3,3.6,10.0,15.8,89.22917506,454.6,10.4,19.5,34.8,88.07,54.07980941,15.4,5.980676901,71.0,46186.0,26.0,3.0,22.1,19279.0,41.99115044,10.8,21.24269782
VA,Virginia,Rappahannock,3.2,3.1,9.3,15.7,72.80767986,269.3,9.2,15.5,32.2,55.28,67.81056966,12.6,4.662420382,12.0,62800.0,24.8,1.0,16.6,25795.0,28.60262009,10.8,15.446904274628674
VA,Virginia,Richmond,3.3,3.7,10.3,15.7,74.33806328,431.6,11.1,19.4,38.2,37.27,34.43163097,18.5,5.548643941,72.0,42204.0,24.6,3.0,23.9,17696.0,46.3706234,11.9,15.446904274628674
VA,Virginia,Roanoke,3.1,2.8,8.9,17.0,53.47639707,292.9,8.3,17.9,32.7,39.42,71.83926375,10.8,4.532555417,19.0,61935.0,25.4,1.0,10.5,28758.0,20.16628984,8.9,12.13375683
VA,Virginia,Rockbridge,3.3,3.5,9.9,15.4,68.06864185,302.0,10.1,17.3,34.4,44.19,56.00961539,14.1,5.37056928,27.0,48497.0,28.4,2.0,18.5,21779.0,33.01314459,10.9,15.446904274628674
VA,Virginia,Rockingham,3.1,3.1,9.5,17.6,58.87179754,282.2,9.4,15.7,30.3,52.15,51.39108799,12.3,4.602941177,13.0,55798.0,24.3,1.0,16.3,25539.0,40.92302163420635,9.0,6.000780101
VA,Virginia,Russell,3.7,4.0,11.1,15.2,91.37388659999999,516.8,11.9,21.5,35.9,116.2825,48.63114513,17.5,7.9685150789999994,87.0,37378.0,28.6,4.0,24.6,14382.0,45.41950113,10.5,25.96421659
VA,Virginia,Scott,3.6,4.0,10.9,14.6,99.18563374,453.7,11.5,20.3,35.8,93.61,55.36521084,17.5,5.851170234,74.0,36290.0,31.3,3.0,26.1,15559.0,43.65585908,11.0,16.22299241
VA,Virginia,Shenandoah,3.2,3.4,9.9,15.7,63.89262253,325.4,10.2,17.0,34.8,75.17,46.77797007,14.3,4.990610329,26.0,45430.0,21.0,1.0,17.6,22311.0,36.2560778,9.9,11.69244201
VA,Virginia,Smyth,3.7,3.9,11.2,14.7,75.67702796,496.8,11.7,21.2,34.1,69.66,50.63291139,17.3,7.755923111,77.0,37831.0,27.2,4.0,26.9,15737.0,48.13209494,10.7,11.58809587
VA,Virginia,Southampton,3.3,3.5,10.3,14.4,62.95998784,350.4,10.7,18.5,39.1,56.87,57.27430987,16.5,5.012558698,30.0,46521.0,32.8,2.0,22.4,21389.0,37.95847751,12.9,15.446904274628674
VA,Virginia,Spotsylvania,3.1,3.0,9.1,17.7,48.00304127,300.6,8.9,17.6,36.4,67.58,58.680031400000004,13.2,5.31597589,24.0,73077.0,25.3,1.0,12.8,33406.75,27.5286099,8.9,10.46517712
VA,Virginia,Stafford,2.8,2.8,8.4,18.0,36.28452533,259.9,8.2,15.6,34.9,70.11,69.83448427,12.0,5.247220465,9.0,73077.0,22.0,1.0,7.6,33406.75,19.89221862,7.8,7.783388304
VA,Virginia,Surry,3.4,3.8,10.7,14.0,69.2940667,381.4,11.3,19.2,38.4,36.24,51.61527166,18.0,6.0803474479999995,52.0,48707.0,29.2,3.0,20.1,23460.0,52.54988914,14.0,15.446904274628674
VA,Virginia,Sussex,3.6,4.2,11.7,13.9,73.17357104,476.6,13.2,23.1,42.4,66.03,23.233921213750012,22.4,7.426099495,79.0,37748.0,27.3,4.0,30.5,15188.0,71.20280948,14.1,15.446904274628674
VA,Virginia,Tazewell,3.6,3.9,11.0,14.9,100.7915496,585.8,11.6,19.3,34.8,101.43,51.9583217,16.2,8.033289025,97.0,38292.0,31.3,4.0,24.7,15296.0,42.86819307,10.7,30.34371847
VA,Virginia,Warren,3.1,3.2,9.3,17.7,63.90856322,375.7,9.3,18.2,32.6,85.16,50.23651845,13.2,5.529610493,42.0,60714.0,20.3,2.0,15.8,25818.0,34.08512186,8.9,19.86938042
VA,Virginia,Washington,3.3,3.4,10.0,15.2,69.93974982,390.3,10.2,17.3,32.1,83.8,59.88098967,14.6,5.728478005,47.0,43353.0,28.4,2.0,20.7,19870.0,38.18231071,10.0,15.77421038
VA,Virginia,Westmoreland,3.7,4.1,11.5,13.2,58.19725446,396.5,12.4,19.9,35.5,48.01,44.41673594,20.0,6.326463132000001,68.0,48232.0,30.0,3.0,27.5,20308.0,53.041988,14.2,15.446904274628674
VA,Virginia,Wise,3.7,4.1,11.2,15.5,93.21383837,570.1,11.9,20.5,38.3,104.7,49.33223564,19.4,9.372181755,95.0,38528.0,37.4,4.0,28.9,14526.0,48.3797054,10.0,28.82034222
VA,Virginia,Wythe,3.5,3.8,10.7,15.3,82.05128205,411.1,11.0,19.8,36.2,71.18,48.76630743,17.4,6.385742117,48.0,41132.0,27.3,2.0,21.6,16686.0,40.539305299999995,10.6,25.08094304
VA,Virginia,York,2.9,2.8,8.5,17.8,36.75465508,217.8,8.2,15.2,33.1,35.33,78.53025937,12.0,5.012978078,9.0,73077.0,22.3,1.0,7.0,33406.75,13.44497222,8.6,5.534396273
VA,Virginia,Alexandria City,2.9,3.0,9.0,17.2,32.07917699,225.8,9.0,14.1,36.1,45.93,81.82244654,13.0,3.74486514,6.0,73077.0,15.8,1.0,15.8,33406.75,44.112934,8.0,8.300412104
VA,Virginia,Bedford City,3.3601503759398503,3.5503759398496224,10.356390977443608,15.726315789473688,85.27665716,395.7,10.67443609022557,18.512781954887213,35.475563909774465,52.65,57.16911063416355,16.11503759398496,5.959841076699247,86.0,50457.338345864664,25.1,4.0,21.127067669172938,22315.554511278195,47.85077048,10.809022556390973,15.446904274628674
VA,Virginia,Bristol City,3.7,4.0,11.7,14.7,79.15865657,655.475,12.2,21.4,35.2,94.01,52.79944929,18.0,6.3786531129999995,100.0,34099.0,24.8,4.0,34.9,14837.0,56.73728814,11.1,22.99423228
VA,Virginia,Buena Vista City,3.8,4.1,12.1,15.6,56.97151424,416.9,12.7,21.5,35.4,58.93,37.61031908,18.6,5.7651675220000005,62.0,38331.0,24.2,3.0,25.2,16178.0,40.87038789,10.5,15.446904274628674
VA,Virginia,Charlottesville City,3.6,4.0,11.5,18.2,40.30318991,338.2,12.2,21.6,36.7,56.837324218750005,75.90650939,18.3,4.2769435,33.0,45890.0,18.9,2.0,24.4,14845.0,44.59295261,8.0,8.215208592
VA,Virginia,Chesapeake City,3.0,3.2,9.2,16.4,48.56079821,322.2,9.5,16.2,36.8,54.74,69.58536665,13.9,5.265416838,28.0,66625.0,21.7,2.0,14.0,32182.0,26.44461267,9.3,10.3992293
VA,Virginia,Colonial Heights City,3.2,3.2,9.5,15.9,53.72103922,361.6,9.4,15.8,33.5,56.837324218750005,55.30834341,13.7,5.733500512999999,42.0,52355.0,26.0,2.0,18.7,27052.0,31.82620982,9.8,15.446904274628674
VA,Virginia,Covington City,3.5,3.7,10.9,15.4,84.92713252,447.5,11.3,19.3,36.3,56.837324218750005,39.26530612,16.7,8.023952096,82.0,36503.0,26.3,4.0,26.5,16818.0,47.86150713,11.3,15.446904274628674
VA,Virginia,Danville City,4.0,4.5,12.9,11.8,85.45976424,588.9,14.0,22.2,40.0,48.44,62.85499946,23.6,8.674038754,96.0,33646.0,29.5,4.0,36.6,13508.0,67.16441371,15.3,14.80361832
VA,Virginia,Emporia City,4.1,4.8,13.8,11.1,62.08823428,655.475,15.4,24.4,43.8,110.28,51.83639399,27.6,8.22622108,100.0,33160.0,29.7,4.0,41.8,9822.0,52.64623955,16.7,15.446904274628674
VA,Virginia,Fairfax City,2.7,2.9,8.3,16.6,70.45561296,251.2,8.5,13.2,33.1,56.837324218750005,81.47264868,12.7,4.06448683,11.0,73077.0,19.0,1.0,7.9,33406.75,20.66276803,8.7,15.446904274628674
VA,Virginia,Falls Church City,2.8,2.7,8.3,17.7,48.73677425,197.1,8.0,14.6,33.4,20.98,87.9093199,11.6,3.589548453,5.0,73077.0,22.3,1.0,3.3,33406.75,6.611570248,8.0,15.446904274628674
VA,Virginia,Franklin City,4.0,4.6,13.1,11.5,67.71745476,493.7,14.4,23.2,42.9,66.84,59.75039002,25.1,7.9005524860000005,81.0,38583.0,27.9,4.0,34.7,15461.0,67.93048973,15.8,15.446904274628674
VA,Virginia,Fredericksburg City,3.5,3.7,10.8,17.7,39.47643412,325.0,11.2,20.1,36.8,58.3,65.63799812,17.6,5.98668018,22.0,51195.0,22.5,1.0,23.4,19734.0,47.00803811,8.2,14.32168901
VA,Virginia,Galax City,3.8,4.2,12.1,13.8,68.70097899,468.4,13.0,20.7,35.8,57.27,42.06397103,20.2,7.204803202000001,80.0,33182.0,26.4,4.0,34.8,14030.0,59.15279879,12.1,15.446904274628674
VA,Virginia,Hampton City,3.4,3.6,10.8,14.5,52.53902117,396.2,11.2,20.2,43.5,41.29,68.47734546,17.6,6.694115681,59.0,47615.0,25.3,3.0,21.6,21579.0,45.51288056,11.9,9.989912625
VA,Virginia,Harrisonburg City,3.9,4.5,12.9,17.7,31.25538454,246.1,14.4,24.0,37.1,45.35,58.08393387,23.6,6.077691637999999,6.0,38541.0,19.4,1.0,23.6,15501.0,60.29304029,7.2,6.457695636
VA,Virginia,Hopewell City,3.6,3.9,11.3,14.8,65.09894147,518.9,11.7,20.3,38.5,72.64,40.5498876,19.4,8.661740558,90.0,40122.0,27.3,4.0,31.3,16797.0,61.00285171,11.9,15.446904274628674
VA,Virginia,Lexington City,3.6,3.9,11.0,20.6,36.92028059,360.3,11.5,19.7,33.5,56.837324218750005,76.65317139,17.1,7.947911989,27.0,40829.0,22.7,2.0,16.5,15435.0,28.70708546,6.8,15.446904274628674
